nombre moyen d'objets similiaires proches selon le nombre d'agents et le nombre d'itérations
nb agent	itérations	
	0	100	200	300	400	500	600	700	800	900	1000	
1	0.3349999999999996	0.33583959899749377	0.34	0.3408521303258147	0.35000000000000003	0.3599999999999999	0.3599999999999999	0.3699999999999998	0.37	0.37500000000000017	0.3759398496240603	
2	0.3550000000000002	0.36499999999999994	0.3649999999999999	0.3800000000000003	0.3909774436090226	0.3959899749373433	0.40601503759398516	0.40601503759398516	0.4120603015075377	0.4360902255639098	0.44723618090452255	
4	0.26000000000000023	0.27067669172932324	0.3007518796992481	0.3065326633165828	0.36000000000000015	0.3768844221105526	0.3859649122807016	0.4020100502512559	0.4260651629072681	0.43216080402010054	0.4461152882205515	
8	0.31999999999999984	0.36455696202531634	0.39698492462311563	0.461152882205514	0.47594936708860763	0.5390428211586895	0.566416040100251	0.6115288220551377	0.6297229219143582	0.6395939086294414	0.6548223350253807	
16	0.3417085427135679	0.4433249370277078	0.4987277353689566	0.5873417721518989	0.6428571428571432	0.7360406091370564	0.7577319587628869	0.8274111675126903	0.8883248730964465	0.8979591836734696	0.9370277078085635	
32	0.33165829145728604	0.41025641025640996	0.49479166666666674	0.6205128205128201	0.6529562982005147	0.7551020408163264	0.8186528497409323	0.8691099476439792	0.9270833333333334	1.0591259640102828	1.1230769230769229	
64	0.31392405063291134	0.5163043478260869	0.7267904509283818	0.873315363881402	1.0216216216216225	1.1405835543766576	1.2620320855614977	1.3809523809523814	1.4232804232804237	1.490616621983914	1.498680738786281	
128	0.31818181818181834	0.7134502923976611	1.0311614730878178	1.1988636363636371	1.2742857142857138	1.4197183098591557	1.4293948126801155	1.5197740112994362	1.4390934844192644	1.5431754874651806	1.4870317002881859	
256	0.3535353535353535	0.9006622516556299	1.2384105960264893	1.4200000000000004	1.5016393442622955	1.561904761904762	1.6013071895424846	1.6666666666666659	1.7307692307692308	1.7741935483870979	1.7207792207792203	
